,Feature,W,Scaled
3101,PF3D7_1110700,1.1543182134628296,0.09915161
4756,PF3D7_1401000,1.1543182134628296,0.09915161
2677,PF3D7_1007200,1.1543182134628296,0.09915161
1082,PF3D7_0513100,1.15431809425354,0.09912109
5038,PF3D7_1429800,1.15431809425354,0.09912109
5409,PF3D7_1466900,1.15431809425354,0.09912109
384,PF3D7_0214400,1.1543179750442505,0.09906006
2499,PF3D7_0927200,1.1543179750442505,0.09906006
614,PF3D7_0314900,1.1543179750442505,0.09906006
285,PF3D7_0204400,1.1543179750442505,0.09906006
2237,PF3D7_0900800,1.154317855834961,0.09902954
763,PF3D7_0405800,1.1543177366256714,0.09896851
464,PF3D7_0222900,1.1543177366256714,0.09896851
2609,PF3D7_1000400,1.1543176174163818,0.09890747
2808,PF3D7_1020400,1.1543174982070923,0.09887695
2125,PF3D7_0822900,1.1543174982070923,0.09887695
1460,PF3D7_0618900,1.1543174982070923,0.09887695
1930,PF3D7_0802900,1.1543174982070923,0.09887695
1872,PF3D7_0729600,1.1543173789978027,0.09881592
2739,PF3D7_1013500,1.1543173789978027,0.09881592
1787,PF3D7_0720700,1.1543172597885132,0.0987854
4805,PF3D7_1405800,1.1543172597885132,0.0987854
2454,PF3D7_0922700,1.1543172597885132,0.0987854
4065,PF3D7_1303600,1.1543171405792236,0.09872437
3815,PF3D7_1232700,1.1543171405792236,0.09872437
1101,PF3D7_0515000,1.154317021369934,0.09866333
1134,PF3D7_0518300,1.1543169021606445,0.09863281
337,PF3D7_0209600,1.1543169021606445,0.09863281
3903,PF3D7_1241900,1.1543169021606445,0.09863281
427,PF3D7_0218700,1.1543169021606445,0.09863281
5094,PF3D7_1435400,1.154316782951355,0.09857178
5150,PF3D7_1441000,1.154316782951355,0.09857178
4638,PF3D7_1361500.1,1.154316782951355,0.09857178
2326,PF3D7_0909800,1.154316782951355,0.09857178
4942,PF3D7_1419900,1.154316782951355,0.09857178
3694,PF3D7_1220500,1.1543166637420654,0.09854126
4994,PF3D7_1425500,1.1543166637420654,0.09854126
2955,PF3D7_1035200,1.1543164253234863,0.09844971
5320,PF3D7_1458000,1.1543164253234863,0.09844971
4867,PF3D7_1412000,1.1543164253234863,0.09844971
4977,PF3D7_1423400,1.1543163061141968,0.09838867
4960,PF3D7_1421700,1.1543163061141968,0.09838867
5358,PF3D7_1461800,1.1543160676956177,0.09829712
5346,PF3D7_1460600,1.1543159484863281,0.09823608
4888,PF3D7_1414100,1.1543158292770386,0.09820557
2580,PF3D7_0935300,1.154315710067749,0.09814453
5293,PF3D7_1455300,1.1543155908584595,0.09811401
3173,PF3D7_1118000,1.1543155908584595,0.09811401
4076,PF3D7_1304700,1.1543155908584595,0.09811401
4952,PF3D7_1420900,1.1543155908584595,0.09811401
3518,PF3D7_1202600,1.15431547164917,0.09805298
518,PF3D7_0305200,1.15431547164917,0.09805298
227,PF3D7_0113900,1.1543153524398804,0.09799194
1002,PF3D7_0505000,1.1543153524398804,0.09799194
5367,PF3D7_1462700,1.1543153524398804,0.09799194
3527,PF3D7_1203500,1.1543152332305908,0.09796143
4895,PF3D7_1414800,1.1543152332305908,0.09796143
4279,PF3D7_1325000,1.1543151140213013,0.09790039
4459,PF3D7_1343200,1.1543151140213013,0.09790039
3180,PF3D7_1118700,1.1543151140213013,0.09790039
3136,PF3D7_1114200,1.1543151140213013,0.09790039
2062,PF3D7_0816500,1.1543149948120117,0.09786987
3193,PF3D7_1120000,1.1543149948120117,0.09786987
3414,PF3D7_1142200,1.1543148756027222,0.09780884
1779,PF3D7_0719900,1.1543148756027222,0.09780884
3383,PF3D7_1139100,1.1543147563934326,0.0977478
4914,PF3D7_1416700,1.1543147563934326,0.0977478
829,PF3D7_0412700,1.1543147563934326,0.0977478
3268,PF3D7_1127500,1.154314637184143,0.09771729
1222,PF3D7_0527100,1.154314637184143,0.09771729
3512,PF3D7_1202000,1.1543145179748535,0.09765625
3620,PF3D7_1213000,1.1543145179748535,0.09765625
2096,PF3D7_0820000,1.1543145179748535,0.09765625
1389,PF3D7_0611800,1.1543142795562744,0.0975647
2464,PF3D7_0923700,1.1543142795562744,0.0975647
2842,PF3D7_1023800,1.1543142795562744,0.0975647
4618,PF3D7_1359400,1.1543141603469849,0.09753418
5270,PF3D7_1453000,1.1543141603469849,0.09753418
2803,PF3D7_1019900,1.1543141603469849,0.09753418
2724,PF3D7_1012000,1.1543140411376953,0.09747314
2097,PF3D7_0820100,1.1543140411376953,0.09747314
2230,PF3D7_0833500,1.1543140411376953,0.09747314
4218,PF3D7_1318900,1.1543140411376953,0.09747314
5285,PF3D7_1454500,1.1543140411376953,0.09747314
2250,PF3D7_0902200,1.1543140411376953,0.09747314
4796,PF3D7_1404900,1.1543139219284058,0.09741211
890,PF3D7_0419200,1.1543139219284058,0.09741211
3541,PF3D7_1205000,1.1543139219284058,0.09741211
184,PF3D7_0109100,1.1543138027191162,0.09738159
2623,PF3D7_1001800,1.1543138027191162,0.09738159
1642,PF3D7_0705400,1.1543138027191162,0.09738159
741,PF3D7_0403600,1.1543138027191162,0.09738159
1410,PF3D7_0613900,1.1543138027191162,0.09738159
2408,PF3D7_0918100,1.1543138027191162,0.09738159
885,PF3D7_0418700,1.1543136835098267,0.09732056
494,PF3D7_0302800,1.1543136835098267,0.09732056
3639,PF3D7_1214900,1.1543136835098267,0.09732056
1331,PF3D7_0606100,1.1543136835098267,0.09732056
2521,PF3D7_0929400,1.1543134450912476,0.097229
4794,PF3D7_1404700,1.154313325881958,0.09719849
1563,PF3D7_0629100,1.154313325881958,0.09719849
2966,PF3D7_1036500,1.1543132066726685,0.09713745
4465,PF3D7_1343800,1.154313087463379,0.09707642
3094,PF3D7_1110000,1.154313087463379,0.09707642
2948,PF3D7_1034500,1.154313087463379,0.09707642
4185,PF3D7_1315600,1.154313087463379,0.09707642
940,PF3D7_0424500,1.154313087463379,0.09707642
5245,PF3D7_1450500,1.1543128490447998,0.09698486
403,PF3D7_0216300,1.1543128490447998,0.09698486
4469,PF3D7_1344200,1.1543128490447998,0.09698486
245,PF3D7_0200300,1.1543128490447998,0.09698486
1841,PF3D7_0726500,1.1543127298355103,0.09695435
94,MAL9.1532022.1532262.b...r,1.1543127298355103,0.09695435
1243,PF3D7_0529200,1.1543127298355103,0.09695435
1878,PF3D7_0730200,1.1543126106262207,0.09689331
753,PF3D7_0404800,1.1543126106262207,0.09689331
2087,PF3D7_0819100,1.1543124914169312,0.09683228
4643,PF3D7_1362000,1.1543123722076416,0.09680176
2323,PF3D7_0909500,1.154312252998352,0.09674072
3329,PF3D7_1133700,1.1543121337890625,0.09671021
3613,PF3D7_1212300,1.154312014579773,0.09664917
1024,PF3D7_0507200,1.154312014579773,0.09664917
1279,PF3D7_0600100,1.154312014579773,0.09664917
3861,PF3D7_1237400,1.154312014579773,0.09664917
5476,PF3D7_1473600,1.154312014579773,0.09664917
1127,PF3D7_0517600,1.154312014579773,0.09664917
1402,PF3D7_0613100,1.154312014579773,0.09664917
4376,PF3D7_1334700,1.154312014579773,0.09664917
1538,PF3D7_0626600,1.1543117761611938,0.09655762
4357,PF3D7_1332800,1.1543116569519043,0.09649658
4680,PF3D7_1365700,1.1543115377426147,0.09646606
1670,PF3D7_0708500,1.1543114185333252,0.09640503
438,PF3D7_0219800,1.1543114185333252,0.09640503
1889,PF3D7_0731500,1.1543112993240356,0.09637451
3470,PF3D7_1147900,1.154311180114746,0.09631348
567,PF3D7_0310100,1.154311180114746,0.09631348
3822,PF3D7_1233400,1.154311180114746,0.09631348
2104,PF3D7_0820800,1.1543110609054565,0.09628296
5471,PF3D7_1473100,1.1543110609054565,0.09628296
1927,PF3D7_0802600,1.154310941696167,0.09622192
4381,PF3D7_1335300,1.154310941696167,0.09622192
5181,PF3D7_1444100,1.1543108224868774,0.09616089
4117,PF3D7_1308800,1.1543108224868774,0.09616089
675,PF3D7_0320900,1.154310703277588,0.09613037
995,PF3D7_0504300,1.154310703277588,0.09613037
767,PF3D7_0406200,1.1543105840682983,0.09606934
554,PF3D7_0308800,1.1543105840682983,0.09606934
4206,PF3D7_1317700,1.1543105840682983,0.09606934
5003,PF3D7_1426400,1.1543105840682983,0.09606934
3522,PF3D7_1203000,1.1543105840682983,0.09606934
2108,PF3D7_0821200,1.1543104648590088,0.09603882
1997,PF3D7_0810000,1.1543104648590088,0.09603882
3776,PF3D7_1228700,1.1543103456497192,0.09597778
5334,PF3D7_1459400,1.1543103456497192,0.09597778
2053,PF3D7_0815600,1.1543103456497192,0.09597778
1500,PF3D7_0622900,1.1543102264404297,0.09591675
4924,PF3D7_1417700,1.1543102264404297,0.09591675
2253,PF3D7_0902500,1.1543102264404297,0.09591675
4671,PF3D7_1364800,1.1543102264404297,0.09591675
3647,PF3D7_1215700,1.1543101072311401,0.09588623
651,PF3D7_0318500,1.1543101072311401,0.09588623
2081,PF3D7_0818500,1.1543101072311401,0.09588623
685,PF3D7_0321900,1.1543099880218506,0.0958252
2338,PF3D7_0911000,1.154309868812561,0.09579468
296,PF3D7_0205500,1.154309868812561,0.09579468
4250,PF3D7_1322100,1.1543097496032715,0.09573364
3379,PF3D7_1138700,1.154309630393982,0.09570312
3752,PF3D7_1226300,1.154309630393982,0.09570312
2544,PF3D7_0931700,1.154309630393982,0.09570312
4382,PF3D7_1335400,1.154309630393982,0.09570312
3176,PF3D7_1118300,1.154309630393982,0.09570312
1956,PF3D7_0805700,1.1543095111846924,0.09564209
3253,PF3D7_1126000,1.1543095111846924,0.09564209
1984,PF3D7_0808600,1.1543095111846924,0.09564209
618,PF3D7_0315300,1.1543093919754028,0.09558105
5478,PF3D7_1473800,1.1543093919754028,0.09558105
2263,PF3D7_0903500,1.1543092727661133,0.09555054
2516,PF3D7_0928900,1.1543091535568237,0.0954895
1148,PF3D7_0519700,1.1543091535568237,0.0954895
2176,PF3D7_0828000,1.1543091535568237,0.0954895
2388,PF3D7_0916100,1.1543090343475342,0.09545898
1027,PF3D7_0507500,1.1543090343475342,0.09545898
575,PF3D7_0310800,1.1543090343475342,0.09545898
5082,PF3D7_1434200,1.1543089151382446,0.09539795
309,PF3D7_0206800,1.1543089151382446,0.09539795
4021,PF3D7_1254000,1.1543089151382446,0.09539795
4898,PF3D7_1415100,1.154308795928955,0.09536743
3946,PF3D7_1246200,1.1543086767196655,0.0953064
1267,PF3D7_0531700,1.1543086767196655,0.0953064
2798,PF3D7_1019400,1.1543086767196655,0.0953064
2738,PF3D7_1013400,1.154308557510376,0.09524536
8,MAL10.273174.273239.....r..,1.1543084383010864,0.09521484
4667,PF3D7_1364400,1.1543084383010864,0.09521484
3174,PF3D7_1118100,1.1543083190917969,0.09515381
5199,PF3D7_1445900,1.1543083190917969,0.09515381
4538,PF3D7_1351100,1.1543081998825073,0.09512329
4122,PF3D7_1309300,1.1543081998825073,0.09512329
5279,PF3D7_1453900,1.1543077230453491,0.09490967
5036,PF3D7_1429600,1.1543076038360596,0.09487915
1224,PF3D7_0527300,1.1543076038360596,0.09487915
1586,PF3D7_0632100,1.1543076038360596,0.09487915
2279,PF3D7_0905100,1.1543076038360596,0.09487915
466,PF3D7_0223200,1.1543076038360596,0.09487915
805,PF3D7_0410100,1.15430748462677,0.09481812
3529,PF3D7_1203700,1.1543073654174805,0.0947876
4968,PF3D7_1422500,1.1543073654174805,0.0947876
3500,PF3D7_1200800,1.1543073654174805,0.0947876
4972,PF3D7_1422900,1.154307246208191,0.09472656
831,PF3D7_0413300,1.1543071269989014,0.09466553
4510,PF3D7_1348300,1.1543071269989014,0.09466553
4137,PF3D7_1310800,1.1543070077896118,0.09463501
1964,PF3D7_0806500,1.1543068885803223,0.09457397
2000,PF3D7_0810300,1.1543068885803223,0.09457397
4795,PF3D7_1404800,1.1543067693710327,0.09454346
3074,PF3D7_1108000,1.1543067693710327,0.09454346
4506,PF3D7_1347900,1.1543067693710327,0.09454346
4442,PF3D7_1341500,1.1543067693710327,0.09454346
216,PF3D7_0112700,1.1543065309524536,0.0944519
316,PF3D7_0207500,1.154306411743164,0.09439087
3666,PF3D7_1217700,1.154306411743164,0.09439087
3755,PF3D7_1226600,1.154306173324585,0.09429932
1555,PF3D7_0628300,1.1543060541152954,0.09423828
2918,PF3D7_1031500,1.1543060541152954,0.09423828
4083,PF3D7_1305400,1.1543058156967163,0.09414673
4379,PF3D7_1335100,1.1543058156967163,0.09414673
3516,PF3D7_1202400,1.1543055772781372,0.09405518
1711,PF3D7_0713000,1.1543055772781372,0.09405518
3675,PF3D7_1218600,1.1543055772781372,0.09405518
1030,PF3D7_0507800,1.1543055772781372,0.09405518
4854,PF3D7_1410700,1.1543054580688477,0.09399414
1504,PF3D7_0623300,1.1543054580688477,0.09399414
3130,PF3D7_1113600,1.154305338859558,0.09396362
4045,PF3D7_1301600,1.154305338859558,0.09396362
1487,PF3D7_0621600,1.154305338859558,0.09396362
3340,PF3D7_1134800,1.154305100440979,0.09387207
2804,PF3D7_1020000,1.154305100440979,0.09387207
1716,PF3D7_0713500,1.1543049812316895,0.09381104
3866,PF3D7_1237900,1.1543049812316895,0.09381104
4214,PF3D7_1318500,1.1543049812316895,0.09381104
3196,PF3D7_1120300,1.1543049812316895,0.09381104
4340,PF3D7_1331100,1.1543049812316895,0.09381104
2444,PF3D7_0921700,1.1543048620224,0.09375
457,PF3D7_0221700,1.1543048620224,0.09375
803,PF3D7_0409900,1.1543048620224,0.09375
657,PF3D7_0319100,1.1543048620224,0.09375
3198,PF3D7_1120500,1.1543048620224,0.09375
3623,PF3D7_1213300,1.1543046236038208,0.09365845
5025,PF3D7_1428500,1.1543046236038208,0.09365845
2329,PF3D7_0910100,1.1543045043945312,0.09362793
2390,PF3D7_0916300,1.1543045043945312,0.09362793
1056,PF3D7_0510400,1.1543045043945312,0.09362793
121,PF3D7_0102800,1.1543043851852417,0.09356689
655,PF3D7_0318900,1.1543042659759521,0.09353638
4717,PF3D7_1369400,1.1543041467666626,0.09347534
454,PF3D7_0221400,1.154304027557373,0.09341431
3698,PF3D7_1220900,1.154304027557373,0.09341431
2026,PF3D7_0812800,1.154304027557373,0.09341431
4191,PF3D7_1316200,1.154304027557373,0.09341431
2200,PF3D7_0830500,1.154304027557373,0.09341431
4743,PF3D7_1373000,1.154304027557373,0.09341431
966,PF3D7_0501300,1.154304027557373,0.09341431
1949,PF3D7_0805000,1.1543039083480835,0.09338379
4134,PF3D7_1310500,1.1543039083480835,0.09338379
4765,PF3D7_1401900,1.1543039083480835,0.09338379
735,PF3D7_0402800,1.154303789138794,0.09332275
4583,PF3D7_1355700,1.154303789138794,0.09332275
4589,PF3D7_1356300,1.154303789138794,0.09332275
4330,PF3D7_1330100,1.1543035507202148,0.0932312
2213,PF3D7_0831800,1.1543035507202148,0.0932312
5232,PF3D7_1449200,1.1543034315109253,0.09317017
1251,PF3D7_0530000,1.1543034315109253,0.09317017
3403,PF3D7_1141100,1.1543031930923462,0.09307861
4725,PF3D7_1370300,1.1543031930923462,0.09307861
1660,PF3D7_0707500,1.1543030738830566,0.0930481
815,PF3D7_0411100,1.154302954673767,0.09298706
2370,PF3D7_0914300,1.154302954673767,0.09298706
298,PF3D7_0205700.1,1.1543028354644775,0.09295654
5479,PF3D7_1473900,1.1543025970458984,0.09283447
4187,PF3D7_1315800,1.1543025970458984,0.09283447
4308,PF3D7_1327900,1.1543023586273193,0.09274292
1298,PF3D7_0602800,1.1543023586273193,0.09274292
3179,PF3D7_1118600,1.1543023586273193,0.09274292
730,PF3D7_0402300,1.1543021202087402,0.09265137
4936,PF3D7_1419300,1.1543020009994507,0.09262085
2270,PF3D7_0904200,1.1543020009994507,0.09262085
5404,PF3D7_1466400,1.1543018817901611,0.09255981
5182,PF3D7_1444200,1.1543018817901611,0.09255981
4675,PF3D7_1365200,1.1543017625808716,0.09249878
4046,PF3D7_1301700,1.1543017625808716,0.09249878
3880,PF3D7_1239300,1.1543017625808716,0.09249878
3901,PF3D7_1241700,1.154301643371582,0.09246826
3159,PF3D7_1116600,1.154301643371582,0.09246826
4215,PF3D7_1318600,1.154301643371582,0.09246826
1463,PF3D7_0619200,1.1543015241622925,0.09240723
5202,PF3D7_1446200,1.1543015241622925,0.09240723
2061,PF3D7_0816400,1.1543015241622925,0.09240723
5102,PF3D7_1436200,1.154301404953003,0.09237671
3018,PF3D7_1102300,1.154301404953003,0.09237671
4850,PF3D7_1410300,1.1543012857437134,0.09231567
4406,PF3D7_1337800,1.1543012857437134,0.09231567
2904,PF3D7_1030100,1.1543011665344238,0.09225464
5010,PF3D7_1427100,1.1543010473251343,0.09222412
1954,PF3D7_0805500,1.1543009281158447,0.09216309
1157,PF3D7_0520600,1.1543008089065552,0.09213257
441,PF3D7_0220100,1.1543006896972656,0.09207153
4351,PF3D7_1332200,1.1543004512786865,0.09197998
2963,PF3D7_1036000,1.1543004512786865,0.09197998
3467,PF3D7_1147600,1.1543004512786865,0.09197998
1380,PF3D7_0610900,1.154300332069397,0.09191895
2874,PF3D7_1027100,1.1543002128601074,0.09188843
261,PF3D7_0202000,1.1543002128601074,0.09188843
3551,PF3D7_1206000,1.1543000936508179,0.09182739
699,PF3D7_0323400,1.1543000936508179,0.09182739
1591,PF3D7_0632600,1.1542999744415283,0.09179688
3496,PF3D7_1200400,1.1542999744415283,0.09179688
4819,PF3D7_1407200,1.1542998552322388,0.09173584
3263,PF3D7_1127000,1.1542998552322388,0.09173584
3341,PF3D7_1134900,1.1542998552322388,0.09173584
4893,PF3D7_1414600,1.1542998552322388,0.09173584
5206,PF3D7_1446600,1.1542998552322388,0.09173584
5210,PF3D7_1447000,1.1542998552322388,0.09173584
4556,PF3D7_1352900,1.1542998552322388,0.09173584
3986,PF3D7_1250200,1.1542996168136597,0.09164429
1207,PF3D7_0525600,1.1542996168136597,0.09164429
2925,PF3D7_1032200,1.1542994976043701,0.09158325
4869,PF3D7_1412200,1.1542994976043701,0.09158325
100,PF3D7_0100100,1.1542994976043701,0.09158325
259,PF3D7_0201800,1.1542993783950806,0.09155273
3723,PF3D7_1223400,1.1542991399765015,0.09146118
5329,PF3D7_1458900,1.1542991399765015,0.09146118
3862,PF3D7_1237500,1.1542991399765015,0.09146118
2091,PF3D7_0819500,1.154299020767212,0.09140015
1922,PF3D7_0802100,1.154299020767212,0.09140015
2256,PF3D7_0902800,1.1542989015579224,0.09133911
2906,PF3D7_1030300,1.1542987823486328,0.09130859
1179,PF3D7_0522800,1.1542987823486328,0.09130859
2939,PF3D7_1033600,1.1542987823486328,0.09130859
2184,PF3D7_0828800,1.1542986631393433,0.09124756
1470,PF3D7_0619900,1.1542986631393433,0.09124756
5450,PF3D7_1471000,1.1542986631393433,0.09124756
3628,PF3D7_1213800,1.1542986631393433,0.09124756
88,MAL9.1075300.1075530.bc..r,1.1542985439300537,0.09121704
4333,PF3D7_1330400.1,1.1542985439300537,0.09121704
4011,PF3D7_1252800,1.1542984247207642,0.09115601
53,MAL3.682439.682599.....r..,1.1542984247207642,0.09115601
3123,PF3D7_1112900,1.1542983055114746,0.09112549
2071,PF3D7_0817400,1.1542983055114746,0.09112549
1465,PF3D7_0619400,1.1542983055114746,0.09112549
3460,PF3D7_1146900,1.154298186302185,0.09106445
2405,PF3D7_0917800,1.154298186302185,0.09106445
1886,PF3D7_0731200,1.154298186302185,0.09106445
4266,PF3D7_1323700,1.1542980670928955,0.09100342
2810,PF3D7_1020600,1.1542978286743164,0.09091187
190,PF3D7_0109700,1.1542978286743164,0.09091187
3326,PF3D7_1133400,1.1542978286743164,0.09091187
1063,PF3D7_0511200,1.1542977094650269,0.09088135
3221,PF3D7_1122800,1.1542977094650269,0.09088135
3362,PF3D7_1137000,1.1542975902557373,0.09082031
1114,PF3D7_0516300,1.1542974710464478,0.09078979
4990,PF3D7_1425100,1.1542974710464478,0.09078979
4913,PF3D7_1416600,1.1542973518371582,0.09072876
5300,PF3D7_1456000,1.1542972326278687,0.09066772
4752,PF3D7_1400500,1.154297113418579,0.09063721
1138,PF3D7_0518700,1.1542969942092896,0.09057617
858,PF3D7_0416000,1.1542969942092896,0.09057617
2079,PF3D7_0818300,1.1542967557907104,0.09048462
2570,PF3D7_0934300,1.1542965173721313,0.09039307
3874,PF3D7_1238700,1.1542962789535522,0.09030151
5201,PF3D7_1446100,1.1542960405349731,0.09020996
3318,PF3D7_1132600,1.1542960405349731,0.09020996
3579,PF3D7_1208800,1.1542959213256836,0.09014893
1855,PF3D7_0727900,1.1542959213256836,0.09014893
1558,PF3D7_0628600,1.154295802116394,0.09008789
30,MAL13.1676588.1676677.....,1.1542956829071045,0.09005737
3477,PF3D7_1148900,1.1542956829071045,0.09005737
928,PF3D7_0423300,1.154295563697815,0.08999634
26,MAL12.659493.659644..c.kr.,1.1542953252792358,0.08990479
633,PF3D7_0316700,1.1542953252792358,0.08990479
2831,PF3D7_1022700,1.1542950868606567,0.08981323
1607,PF3D7_0701900,1.1542949676513672,0.0897522
1059,PF3D7_0510800,1.1542949676513672,0.0897522
1286,PF3D7_0601400,1.154294729232788,0.08966064
3457,PF3D7_1146600,1.154294729232788,0.08966064
198,PF3D7_0110600,1.1542946100234985,0.08963013
3322,PF3D7_1133000,1.1542943716049194,0.08950806
4341,PF3D7_1331200,1.1542942523956299,0.08947754
4937,PF3D7_1419400,1.1542941331863403,0.0894165
3545,PF3D7_1205400,1.1542941331863403,0.0894165
716,PF3D7_0400800,1.1542940139770508,0.08938599
3215,PF3D7_1122200,1.1542940139770508,0.08938599
4347,PF3D7_1331800,1.1542940139770508,0.08938599
5530,PF3D7_1479000,1.1542938947677612,0.08932495
2399,PF3D7_0917200,1.1542938947677612,0.08932495
523,PF3D7_0305700,1.1542938947677612,0.08932495
4889,PF3D7_1414200,1.1542937755584717,0.08929443
2294,PF3D7_0906600,1.1542937755584717,0.08929443
2330,PF3D7_0910200,1.1542936563491821,0.0892334
2241,PF3D7_0901300,1.1542936563491821,0.0892334
4084,PF3D7_1305500,1.1542935371398926,0.08917236
4768,PF3D7_1402200,1.1542935371398926,0.08917236
3627,PF3D7_1213700,1.154293417930603,0.08914185
4782,PF3D7_1403600,1.154293417930603,0.08914185
2674,PF3D7_1006900,1.154293179512024,0.08905029
3370,PF3D7_1137800,1.154293179512024,0.08905029
4577,PF3D7_1355100,1.1542930603027344,0.08898926
1626,PF3D7_0703800,1.1542929410934448,0.08895874
4281,PF3D7_1325200,1.1542929410934448,0.08895874
1604,PF3D7_0701200,1.1542929410934448,0.08895874
4451,PF3D7_1342400,1.1542928218841553,0.08889771
3488,PF3D7_1150000,1.1542927026748657,0.08883667
3745,PF3D7_1225600,1.1542927026748657,0.08883667
3823,PF3D7_1233600,1.1542927026748657,0.08883667
2319,PF3D7_0909100,1.1542925834655762,0.08880615
2794,PF3D7_1019000,1.1542925834655762,0.08880615
2815,PF3D7_1021100,1.1542922258377075,0.08865356
5135,PF3D7_1439500,1.1542922258377075,0.08865356
1506,PF3D7_0623500,1.154292106628418,0.08862305
1672,PF3D7_0708700,1.154292106628418,0.08862305
1975,PF3D7_0807600,1.154292106628418,0.08862305
3296,PF3D7_1130400,1.1542919874191284,0.08856201
1780,PF3D7_0720000,1.1542919874191284,0.08856201
4028,PF3D7_1254700,1.1542918682098389,0.08850098
308,PF3D7_0206700,1.1542917490005493,0.08847046
247,PF3D7_0200500,1.1542917490005493,0.08847046
2490,PF3D7_0926300,1.1542917490005493,0.08847046
2249,PF3D7_0902100,1.1542917490005493,0.08847046
3050,PF3D7_1105600,1.1542917490005493,0.08847046
173,PF3D7_0108000,1.1542917490005493,0.08847046
1832,PF3D7_0725200,1.1542917490005493,0.08847046
3685,PF3D7_1219600,1.1542916297912598,0.08840942
648,PF3D7_0318200,1.1542916297912598,0.08840942
3787,PF3D7_1229800,1.1542916297912598,0.08840942
4621,PF3D7_1359700,1.1542915105819702,0.08837891
2903,PF3D7_1030000,1.1542915105819702,0.08837891
3521,PF3D7_1202900,1.1542913913726807,0.08831787
5537,PF3D7_1479900,1.1542912721633911,0.08825684
2511,PF3D7_0928400,1.1542912721633911,0.08825684
2300,PF3D7_0907200,1.1542912721633911,0.08825684
5336,PF3D7_1459600,1.1542911529541016,0.08822632
3023,PF3D7_1102900,1.1542911529541016,0.08822632
3214,PF3D7_1122100,1.1542911529541016,0.08822632
5357,PF3D7_1461700,1.1542911529541016,0.08822632
536,PF3D7_0307000,1.154291033744812,0.08816528
3700,PF3D7_1221100,1.154291033744812,0.08816528
4988,PF3D7_1424900,1.1542909145355225,0.08813477
4864,PF3D7_1411700,1.1542909145355225,0.08813477
2651,PF3D7_1004600,1.1542909145355225,0.08813477
3486,PF3D7_1149800,1.1542909145355225,0.08813477
1176,PF3D7_0522500,1.154290795326233,0.08807373
4053,PF3D7_1302400,1.154290795326233,0.08807373
718,PF3D7_0401000,1.154290795326233,0.08807373
2462,PF3D7_0923500,1.154290795326233,0.08807373
1985,PF3D7_0808700,1.1542904376983643,0.08792114
2545,PF3D7_0931800,1.1542903184890747,0.08789062
2723,PF3D7_1011900,1.1542903184890747,0.08789062
3912,PF3D7_1242800,1.1542901992797852,0.08782959
5518,PF3D7_1477800,1.1542900800704956,0.08779907
5018,PF3D7_1427800,1.1542900800704956,0.08779907
2970,PF3D7_1036900,1.1542898416519165,0.08770752
4436,PF3D7_1340900,1.1542898416519165,0.08770752
582,PF3D7_0311500,1.1542898416519165,0.08770752
4594,PF3D7_1356800,1.154289722442627,0.08764648
1189,PF3D7_0523800,1.154289722442627,0.08764648
1611,PF3D7_0702300,1.1542896032333374,0.08758545
1197,PF3D7_0524600,1.1542894840240479,0.08755493
1551,PF3D7_0627900,1.1542894840240479,0.08755493
4247,PF3D7_1321800,1.1542894840240479,0.08755493
3895,PF3D7_1241100,1.1542893648147583,0.0874939
892,PF3D7_0419400,1.1542888879776,0.08731079
338,PF3D7_0209700,1.154288649559021,0.08721924
3358,PF3D7_1136600,1.154288649559021,0.08721924
3011,PF3D7_1100200,1.154288649559021,0.08721924
243,PF3D7_0200100,1.1542885303497314,0.0871582
2579,PF3D7_0935200,1.1542885303497314,0.0871582
2737,PF3D7_1013300,1.154288411140442,0.08712769
795,PF3D7_0409100,1.154288411140442,0.08712769
2394,PF3D7_0916700,1.154288411140442,0.08712769
2928,PF3D7_1032500,1.1542882919311523,0.08706665
3891,PF3D7_1240400,1.1542882919311523,0.08706665
4882,PF3D7_1413500,1.1542880535125732,0.0869751
5287,PF3D7_1454700,1.1542880535125732,0.0869751
4407,PF3D7_1337900,1.1542879343032837,0.08691406
98,MAL9.9332.9739....kr...can,1.1542878150939941,0.08688354
5503,PF3D7_1476300,1.1542878150939941,0.08688354
5033,PF3D7_1429300,1.1542878150939941,0.08688354
1933,PF3D7_0803200,1.1542876958847046,0.08682251
2347,PF3D7_0911900,1.154287576675415,0.08679199
3087,PF3D7_1109300,1.154287576675415,0.08679199
3840,PF3D7_1235300,1.1542874574661255,0.08673096
2846,PF3D7_1024200,1.1542874574661255,0.08673096
1837,PF3D7_0726100,1.1542870998382568,0.08657837
389,PF3D7_0214900,1.1542870998382568,0.08657837
828,PF3D7_0412600,1.1542869806289673,0.08654785
2652,PF3D7_1004700,1.1542868614196777,0.08648682
2877,PF3D7_1027400,1.1542867422103882,0.08642578
3928,PF3D7_1244400,1.1542867422103882,0.08642578
5402,PF3D7_1466200,1.1542867422103882,0.08642578
3009,PF3D7_1041300,1.1542863845825195,0.08630371
2673,PF3D7_1006800,1.1542863845825195,0.08630371
3714,PF3D7_1222500,1.1542863845825195,0.08630371
3670,PF3D7_1218100,1.1542863845825195,0.08630371
3922,PF3D7_1243800,1.15428626537323,0.08624268
2786,PF3D7_1018200,1.15428626537323,0.08624268
439,PF3D7_0219900,1.1542861461639404,0.08621216
2482,PF3D7_0925500,1.1542861461639404,0.08621216
